id,latitude,longitude,width,height,size,name,description,caption,good
7730,36,-119,604,453,12,51 1905 642,,2029 2046 1903 919 1612 375 1442 1112 469 524 51 1993 1410 981 1388 2015 1905 250 1405 1526 1240 1702 25 1081 740 1340 741 1467 1396,0
7731,-18,35,720,540,148,20,,415,1
7732,38,-78,453,604,27,1901,1901,,0
7733,33,-93,621,421,151,2046 1426,,414 1048,0
7734,44,-90,604,453,39,1435 1499,,,0
7735,38,-122,453,604,100,1237 2002,,687 973 643 1193 1600 1105 962 891 1920 853 1348 2107 1128 1612 166 2080 276 2036 903 1079 1607 826 216 656 51 1828 1861 728 1905 899 1823 1834 1240 2054 1922 712 1130 1543 2137 1576 740 91 1813 1340 1186 592 1857 1769 636 1621 1698 1302 1649 230,0
7736,34,-118,604,453,11,206 1021,,1061 51 1905 1098 1544,0
7737,37,27,604,453,54,1393,,808 2107 903 1838 1984,0
7738,37,-122,720,537,11,1166,,,0
7739,47,-122,482,720,73,2068 1009,1639 1130 339,,0
7740,42,44,452,604,159,1782 1653,,748 154 760,0
7741,40,-83,604,404,16,737 51 640 1130 2137,1435 1903 1749 11 671 78 276 1393 876 788 128 854 1410 1938 1905 1933 1834 2076 1009 63 36 740 2137 1400 1318 1340 1274 1538 1088 197 87 1011 252 1363 1924,1453 807 712 1434 1092 484 1121 2109 494 38 2128 1340 903 618 276 1853 1350 1939 1920 1749 771 1873 1075 724 1389 382 2054 1085 876 249 1076 373 582 1912 734 2064 297 1257 41 1903 22 2141 469 51 792 830 384 422 1695 517 308 1838 1933 52 2085 613 43 2076 1905 1487 509 395 1193 1972 186 471 737 1716 25 766 139 633 671 1061 2144 1916 1118 919 615 1071 1318 1518 1309 2126 131 1423 1214 36 1917 2107 27 1813 2136 1414 863 1671 1747 740 1063 474,0
7742,-10,-76,720,540,77,1419 12 1426 915,1908 2096 1063 1477 36 1274 1478,1942 1905 166 2146 1813 851 962 1369 1776 981 2054 1296 963 297 2110 1907 242 2018 723 1130 742 2111 483 853 2074 1445 169 1538 1908 1612 1279 1982 1649 1686 687 1039 207 189 1410 818 1891 208 1318 2095 763 264 1596 246 1060 6 376 2060 1912 1949 414 1672 710 766 1913 211 1987 822 1914 2081 712 1952 1693 1027 1749 47 1028 177 214 1324 29 529 1972 2046 2083 1936 2047 2084 1048 1492 1159 1918 179 697 2140 1844 531 1974 2085 50 1290 772 2123 1309 643 14 1457 51 125 1605 1365 1920 1162 1569 1440 552 1348 1052 1903 1644 294 1034 2107 2144 405 849 1423 424 2015 276 36,1
7743,33,-117,720,540,30,,547 1257 1340 829,1903 787 1469 859 1536 272 195 1444 1455 498 1164,0
7744,39,-77,720,540,44,2046 1426,,1644 621 1463 1749 517 1331 12 474 370 733 712 707 405 1561 1946,0
7745,20,77,604,453,50,944,,,1
7746,33,-117,453,604,23,1166 512 1612,,566 517 22 919 1447 2140 853 1348 512 1612 1623 875 765 2041 958 161 51 1679 2064 1492 1410 1597 596 1454 1905 712 646 1350 1141 1042 1048 1092 1950 1917 707 36 845 1318 1445 1258 1907 796 1434 1511 2149 2144 1011,0
7747,41,29,300,225,3,965,1435 611 965 740 1681,,0
7748,28,85,604,453,28,1299,,,0
7749,14,101,604,453,52,1897 144 1393,,1138 1391 214 2029 104 764 1897 550 1309 1573 1700 1612 1872 299 1905 316 525 740 372 257 1566 1896 1363 670 2056,1
7750,37,-122,604,452,9,62 206 1396,,1001 771 62 128 436 1432 1905 206 910 712 360 466 1566 1363,0
7751,43,13,453,604,38,1326,,968 1104,0
7752,39,-77,540,720,10,1955 2055,,687 1045 919 2052 265 51 1905 1328 52 2088 972 1302 1803 1198 417 483,0
7753,40,-80,604,453,9,1277,,,1
7754,33,-112,540,720,14,1277,,,0
7755,53,-8,604,453,15,959,,368 1534 687 1969 1502 2107 1277 342 1508 277 2059 1905 68 1713 712 1543 201 916 218 1159 2023,0
7756,50,31,406,600,20,,1227 1426,,1
7757,18,-67,405,604,1,1504 1565,,,0
7758,54,-2,604,453,87,1237 2002,,1177 22 592 483,0
7759,11,105,481,720,20,657,644 634,1903 1348 712 620,1
7760,41,-74,604,453,11,483,,,0
7761,1,104,604,453,24,1712 1154,1976 953,709 830 742 214 1094 2123 1309 325 1920 1106 1711 1046 276 2080 1349 370 128 1712 1278 1960 1157 1091 1905 1306 2054 1059 949 740 1092 1010 944 1104 197 1154 1363 1187 1891 362 1704 1011,1
7762,-21,56,604,452,7,643 1559,1905 1939 763,1831 1749 1887 1920 1832 2080 51 1905 1423 1363,0
7763,31,36,720,612,8,1227 1829,,2057 924 902 2052 1905 404 2131 999,0
7764,-30,29,604,453,6,1743 845,,7 2064 1905 1086 1955 1632,0
7765,39,-77,604,404,95,2070,,2029 2084 534 1458 1255 1905 1147 2148 740 636 1340 2055 1896 1962 1236 1951 2144,0
7766,15,19,537,720,100,1237 2002,,335 792 809 1123 51,0
7767,51,9,453,604,76,1237 2002,,198 6 1920 633 1898 2080 573 51 2015 1905 762 1621 219,0
7768,40,-105,540,720,18,1029,,544 632 1969 2085 1348 584 177 1926 1074 161 51 722 1426 200 1905 981 2109 921 1042 1895 1340 1538 1153 1318 889 1566 1011,0
7769,38,-97,453,604,17,709,,1699 2079 891 517 435 529 1739 683 51 1377 354 1905 734 653 2083 92 1896 758 1561 395,0
7770,32,35,720,540,22,2046 1426,,1446 1903 1309 1870 1348 2085 78 221 177 1090 51 1800 964 128 1987 1905 563 398 1834 63 2054 1130 2071 740 1076 1671 252 1946 1363,0
7771,43,-89,453,604,13,,,,0
7772,-33,-72,453,604,68,357 93 2046 802,44,78 609,1
7773,-41,174,604,453,13,2150 1302,,,1
7774,23,-102,453,604,51,27 853 1426 1693,,1589 687 1573 2140 1365 1976 458 541 14 1433 1703 1527 1269 2083 1951 1566,0
7775,42,-88,604,453,18,353,353 51 1328,786 214 2029 2084 242 1914 1903 1920 2041 1365 265 1871 353 1090 293 51 1806 1212 827 1905 1691 2054 1328 1994 740 1516 1912 1318 1428 1368 2105 1544 2122,0
7776,34,-118,200,148,38,1792,,2030 589 1834 2096 786 1048 1769 721 1377 591 853 67 1771 330 461 1903 593 855 1314 1838 921 856 2035 1118 1970 1446 1905 857 1840 399 792 1054 6 1775 1644 1972 531 1710 1907 728 1776 663 1187 1318 336 1908 598 1515 926 1778 730 337 1451 1713 1910 1124 1517 1648 1779 535 2107 666 1714 732 863 1125 77 1911 2108 1453 274 405 1257 78 340 1912 1716 2109 799 1192 1454 1847 1913 996 1389 79 931 1193 1324 1455 276 407 2110 735 1783 604 1456 146 867 1391 1653 474 802 1064 409 475 213 868 1130 1654 1916 737 410 1196 1720 672 1393 1131 1262 1786 1917 1197 1590 2114 1263 1918 1460 543 1133 1919 2050 609 740 871 1330 413 1920 2051 872 1069 21 807 87 873 22 1725 677 1529 1791 1922 612 743 1333 1071 154 2119 809 1268 1792 1923 2054 744 875 2120 2055 1400 221 483 614 1597 1990 549 2121 811 942 1073 91 1925 615 746 877 681 1336 1598 288 1860 419 2122 1074 223 1402 1664 1926 616 1009 682 27 158 289 2123 1075 1534 1665 355 1927 486 945 1207 1273 1535 1666 1797 356 2059 880 1011 422 881 2060 1798 357 619 1012 1274 1209 161 1733 2126 1406 751 1734 293 1996 621 687 1670 819 1736 2129 1212 33 361 492 1671 1933 2064 1278 362 231 1934 1410 166 297 2000 690 821 1476 1673 1804 494 625 756 1018 1870 953 36 167 364 1150 1281 1412 561 37 1282 758 889 1151 1872 955 1348 169 1938 890 1414 1676 563 825 39 1611 170 1939 891 1153 2136 826 957 1088 1350 1612 1416 1547 2137 41 1417 107 1679 1090 1221 1352 42 632 763 370 567 1484 43 174 2074 1026 502 2009 1092 1485 1616 1747 2075 1158 1813 372 1355 45 635 1159 766 1290 504 1094 46 177 1749 439 1291 243 833 2143 1357 47 2078 113 572 310 2144 769 1162 376 1490 1752 2145 1818 2080 1753 1819 2081 1885 1361 51 1623 706 510 903 1427 969 1362 1886 2083 773 1363 184 1887 2018 512 774 119 250 1953 2084 643 709 1102 1823 513 2085 186 1365 55 1627 645 252 514 2086 776 1497 1104 711 908 1301 1825 384 1498 57 712 1105 1302 909 1040 58 2023 975 1106 1827 2089 1369 1500 845 1107 387 1697 1959 518 715 1501 1108 1239 2091 650 1371 1895 716 847 389 782 1044 1503 1765 455 1569 128 1962 2093 1045 194 849 195 1374 1505 64 1767 326 2029 1112 1702 1964 654,0
7777,31,-92,540,720,139,1838,,1744 1048,0
7778,42,-79,482,720,4,875 2107 772,,2107 799 1004,0
7779,40,-85,720,540,6,1435 1499,,809 1170 763,0
7780,1,104,604,403,7,1426 722 1340,1712 1426 722 294 740 1340 1913,1309 1712 1905 266 1439,0
7781,38,-92,604,453,67,1237 2002,1237 2002,335 891 2107 51 1025 1455 367,0
7782,51,9,604,402,60,,1325 34 1905 740,1589 2029 445 792 1865 864 193 1920 39 815 2102 78 1393 194 568 51 436 849 145 1905 2054 888 1389 740 1752 762 1538 818 169 1572,1
7783,13,105,604,340,14,1971,,803 11 292 1920 177 1712 51 1905 2056,0
7784,60,-95,604,453,55,160,,550 67 298 1118 656,0
7785,13,105,720,480,25,1657,,2084 2029 11 1348 292 859 1905 376 1515 1350 1081 295 482 829 1891,0
7786,35,105,604,401,37,2123 176 1905 87,361,737 1133 803 193 375 1090 166 1838 1679 315 2092 365 1356 2083 466 1610 175,0
7787,16,-96,640,480,14,1207,,632 1127 534 1458 2080 1717 1365 656 161 1162 1817 1333 1949 1905 184 2126 1092 1120 1934 1340 796 345 1363 1011 1704,1
7788,39,-77,589,442,30,490 976 1433 2105,,2068 51 442 1905 443,0
7789,31,-111,453,604,18,220 540 51 1905,,671 220 1573 83 1216 1365 1206 1217 436 1905 1526 151 740 883 1400 284 295,1
7790,38,-122,720,575,1,1332,,1905 1400 740,0
7791,54,-2,720,540,23,51 592 1770,,1402 2029 687 1391 737 363 1771 1991 1782 1634 1772 650 1123 238 1932 51 1492 783 1619 1905 1603 2076 1823 558 740 36 1257 1824 592 845 702 752 1990 714 1693 483 2023,0
7792,54,-2,720,540,8,1006 592,,,0
7793,47,-122,453,604,16,885 1426,,1783 436 1724 2055 455,0
7794,54,-2,720,480,55,606,1408 606 1976 1950 1257 1433 405,1996 1908 825 1749 847 517 1920 831 727 744 1905 2054 1955 723 2076 1301 740 817 1934 483 593 1924 1363,0
7795,13,105,604,453,55,292 19,,,1
7796,36,-120,453,604,23,398 1011,,1292 1545 302 1920 2008 2107 18 51 1905 288 1685 2054 1460 2060 1566,0
7797,39,35,640,416,78,1237 2002,,132 51 1984,0
7798,-21,56,604,453,140,936 1559,,,0
7799,34,-117,720,540,15,1921 1905 1968,,,0
7800,39,-77,720,540,11,1838,,2107 6 128 1272 766 579 1448 51 1905 365 668 751 740 262 2033 1797 884,0
7801,33,-80,720,540,46,484 1838 1338 2083 1088,,1766 161,0
7802,42,-123,604,453,4,2046 1426,,1573 2057 297 1397 594 1914 2107 1040 397 128 51 1954 288 1905 921 537 763 609 1363 1077 791 2144 1352,1
7803,15,100,604,453,57,1393 95 899,,2084 1248 2029 214 1391 1677 1061 687 44 1287 1309 1183 1552 144 128 2064 161 1388 1905 2054 1933 448 146 1566 697 2056 527 1363,1
7804,37,128,604,453,27,1766 2060 2088 1044,,,1
7805,34,-83,603,451,15,102,,,0
7806,-21,56,540,720,35,127 1559 1396,,,0
7807,22,114,720,537,52,1237 2002,,907 547 1043 570 1143,0
7808,38,-123,482,720,11,567 483,1898 1062 1569 194 1301,,0
7809,38,-97,243,350,23,51 1278 976 416 1407,93 830 687 2123 1903 2107 1491 364 1019 51 1278 1905 712 1955 119 64 180 978,973 1105 1787 1391 1303 1903 2123 875 2107 1348 199 12 370 678 51 849 365 1839 1278 1905 712 976 1955 1801 1999 1081 333 1048 740 1747 64 119 834 724 416 180 2028 1368 356 1423 1841 2012 670 1407,0
7810,46,-117,720,537,10,,,,1
7811,20,77,604,453,48,193 95,,1905 944 1219 1258,0
7812,53,13,604,453,53,1749 1433 191,,,0
7813,42,-91,453,604,2,1645 1013,2084 709 5 1820 1903 572 440 1749 1914 644 600 853 1920 1013 1426 128 293 1140 469 51 645 1157 1905 2054 1911 492 1240 1950 740 553 724 2044 174 2033 1538 1318 1720 763 1621 2050 1913 120,,0
7814,33,-97,720,481,13,1105 687 1426 1905 74 471,,,0
7815,38,-97,604,501,44,474 1327 2006 1396,,2128 1017 1908 1905 398 1130 206 740 53 845,0
7816,38,-122,604,403,30,637,,297 2140 1029 1679 1905 129 1713 1907,0
7817,38,-97,720,540,62,2119,,709 1914 407 264 2107 875 1304 743 2096 2008 298 232 78 2064 1679 51 849 2136 1905 1108 1350 1240 740 1081 1879 1907 488 2006,0
7818,37,-118,720,540,128,288,,1123 51 128,1
7819,19,73,720,537,200,1 944 978,,687 1050 720 2029 1578 962 1226 308 1485 638 2046 440 880 589 842 2107 1964 1002 265 331 161 887 1844 711 1157 1817 79 1905 74 1823 701 668 1878 201 740 916 91 1334 636 372 1340 1307 724 1802 944 1934 1962 752 389 1885 1632 1478 1148 1979 549 945 1891 1968,0
7820,45,-122,640,480,100,1237 2002,,1358 297 73 530 549,0
7821,46,105,720,540,84,110 1246,,,1
7822,42,-75,540,720,124,1326,,1369 429 2075 448 1033,0
7823,39,-120,360,270,10,,,,0
7824,36,138,604,453,60,2068 979,,456 1391 511 2029 297 1793 1749 22 891 1903 6 2107 1700 980 1904 78 529 1794 150 788 51 722 563 1410 1080 1784 1465 1905 690 998 448 1922 712 1642 894 1752 740 548 1802 1951 609 395 582 197 1891 1968 1176 43 2089 1803,1
7825,40,-89,604,453,9,1237 2002,1237 2002,849 1905 712 36,0
7826,42,-88,604,453,9,353,,643 891 51 1300 250 1230 2144,0
7827,31,-92,314,299,68,1435 1499,,1048 1770 989,0
7828,42,44,604,453,1,1635 711,,22 457 1348 2096 1123 1915 760 1079 194 1954 1905 2076 1274 1621,0
7829,30,-82,720,480,69,2070 802,,643 1787 1281 1611 665 269 687 11 2068 2107 193 1920 1717 1761 969 469 656 552 772 1036 1905 1240 206 1713 1130 745 1389 817 36 1785 845 741 1445 1929 2045 483 802 1594,0
7830,14,-87,604,453,3,,6 1410,740 944,0
7831,32,35,604,403,26,110 964,,,1
7832,20,77,604,453,10,944,,,0
7833,41,-74,604,401,19,1696 1433 125,,,0
7834,28,-82,604,452,57,2013,,610 2053 1535 795 1905 1369 1943 2054 1092 1185 1333 297 38 2147 242 1759 1796 1130 427 594 483 853 742 1445 1815 1112 1538 1982 687 891 632 1446 40 540 22 2076 1151 596 707 1410 1780 1077 78 1281 1318 97 1873 967 2003 2114 1874 2096 746 672 709 6 857 1912 2097 1061 876 44 1302 1672 766 859 1969 748 822 2080 915 878 2136 434 471 656 1304 1415 786 712 65 509 1804 435 1915 1157 1749 2119 436 843 1213 1324 529 1214 67 992 2102 1603 197 1011 1122 123 1363 1104 1178 845 346 161 957 661 1309 1975 2049 51 2031 1143 1365 1920 2013 792 829 903 1403 1033 700 737 1662 1829 1348 1422 2125 1903 1737 1404 2107 2144 405 1830 1127 2089 2126 128 535 276 36 1553 517 1257 1035,0
7835,62,15,720,478,161,1182,,,1
7836,44,-88,604,453,8,1528,,,1
7837,37,-122,453,604,10,650 1905,2007 2084 1903 6 1887 2036 2060 1874 197 1363,830 1215 1644 1782 1749 297 1903 1865 2107 1887 2008 1920 1095 875 815 903 1569 1349 51 849 288 673 1905 596 2054 1691 1334 1081 2060 2033 1318 1538 2083 1874 1698 648 197 1363 274 2089 2144 1715,0
7838,39,-77,720,540,1,671 1426 1257 405,,,0
7839,-21,56,720,540,12,0 1559 372,,610 918 1644 654 764 2084 957 1749 407 1150 1348 1920 2107 985 2135 1200 1167 711 480 51 1905 1245 1949 1790 1240 712 1273 1130 773 740 878 1813 845 807 1363 43 2144 230,0
7840,37,-122,604,453,17,,,2029 1265 523 1871 1426 288 1823 367,0
7841,42,-75,604,453,33,1905,,2106 160 2140 1920 193 128 876 1899 51 1580 1905 712 921 613 1174 833 36 146 1566 1324 1159 2144 1583,0
7842,28,84,720,480,25,1299 1976 483,1974 1061 1299 151 295 483,1435 1369 1974 2029 1611 16 874 687 566 484 957 1903 1650 1265 2057 710 1238 1513 1601 1887 600 853 1629 540 133 1811 1393 1976 1371 1333 1839 1487 1905 712 1900 1361 1471 1911 151 1873 1081 1362 1956 1527 295 482 1434 1225 763 406 1363,1
7843,42,-75,720,480,69,370 2143 1302,44 671 1326 1976 1905,1369 712 1598 2137 2143 1302,0
7844,46,-111,453,604,56,643 737 1426 1527,,1050 891 51 1855 1993 96 1559 1405 1251 564 1065 1153 202 741 1726 197 2133,0
7845,39,-87,720,537,46,1237 2002,,1815 1914 748 853 727 1899 838 1905 1361 712 1258 1132 2144,1
7846,1,104,537,720,84,1237 2002,,687 2107 51 1844 1712 1905 1597 970 206 327 740 795 1169 845 438 796 2144 483,0
7847,42,-93,604,453,7,633 1426 712,,1905 712,0
7848,32,35,604,453,25,1393,,1314 786 159 1793 853 1315 540 78 551 1052 964 1905 481 443 999 1572,1
7849,37,-120,604,453,7,1908 544 297 2144,2123 1100 194 51 2114 1905 596 712 817 1153 1445 1132,797 1589 1100 1029 2107 1348 166 535 1866 51 1905 723 1350 1538 1978 763 741 301 1104 2023,0
7850,20,77,284,318,29,1435 1499,,1292 2145 771 944 735 1104 466,0
7851,51,9,604,453,58,191 1792,,1903 853 1651 1492 41 762 69 1274 175 2144,1
7852,41,-80,604,453,60,1237 2002,1237 2002,115 2107 1337 78 370 1278 1905 888 1763,1
7853,42,-70,604,453,24,1327 304,,984 1688 643 1287 1749 1029 1535 304 2141 51 365 1905 1916 712 1301 2099 1318 1011 340,0
7854,28,84,404,603,23,1299 978,1061 484 121 198 2123 2107 2074 876 51 1905 921 833 120 1990 1363,1369 1347 830 1061 1908 1034 1903 803 314 303 1920 2080 166 441 1574 78 1299 1569 1542 1553 1949 1905 244 24 2054 1691 1306 1966 712 1262 1097 448 916 1950 1257 740 2082 36 2126 1912 1824 944 31 1406 1967 279 2127 1011 1110 2089 1143 549 384 1957 1242 1363,1
7855,22,-80,604,453,68,1976 976,,1314 1689 2069 1552 1905 1333 460 1027,1
7856,15,100,720,540,200,110 292 51 1659,,,0
7857,-41,174,604,453,10,,687 1749 561 1166 121 1920 1431 89 51 128 2119 2103 871 1905 712 1911 427 1324 796 2083 1797 763,1688 225 1144 2046 891 539 2107 853 1887 89 540 1838 524 51 2009 596 1905 712 129 1141 224 807,0
7858,-29,24,604,453,48,491,,,0
7859,54,-2,604,453,57,1118 2070 2143 120,,,0
7860,41,-89,720,480,4,,,,0
7861,11,104,720,663,80,292,654 2035 166 1905 2054 2032 740,,0
7862,40,-121,448,604,12,51 1015 802,1914,,0
7863,38,-122,453,604,16,1901,,2107 826 1365 1905 1333 1581 2121 1984,0
7864,54,-2,453,604,31,592 1302,,1928 845 1092 2137 712 921 2080 1776 380 152 1368 190 2128 466 2119 1302 1340 333 1625 276 932 1445 305 1920 666 1578 1369 1873 1911 1151 1170 1949 1360 1788 2054 667 78 610 1817 449 2045 829 1076 744 41 763 193 592 174 2074 1903 1105 1115 2084 89 1913 735 222 51 403 42 745 194 1904 128 1116 1363 223 546 166 1040 1278 1905 2114 1668 889 2067 186 1763 737 1820 984 2096 709 671 2144 1365 795 434 1688 1926 1641 919 1318 1793 1955 796 1917 36 853 2107 1908 1794 65 1775 46 1490 1348 2089 531 949 892,0
7865,40,-8,453,604,33,,,,1
7866,31,-92,540,720,11,2046 1426,,1710 830 1765 924 792 276 1492 854 2131 1108 1048 1516 807 1913,0
7867,-35,-59,604,453,40,2136 608 1302 1401,,1391 357 1287 1694 2107 177 260 1905 1504 129 976 30 498 81,1
7868,42,-71,453,604,13,77 1766 222 587,,,1
7869,42,-75,720,540,99,1237 2002,,1644 1905 1130 1748,0
7870,-1,37,604,402,27,20,,1908 632 1820 2145 1925 924 1920 1348 1282 2107 1359 529 45 78 128 1151 2141 51 2119 1410 1960 310 1905 1394 1328 41 712 1075 2131 1405 1257 344 2049 520 735 1912 603 295 867 1016 1990 1913 2111 1363 87,0
7871,62,15,540,720,99,1237 2002,,853 199 876 1905 806 1279 1857 1649,1
7872,30,-98,640,360,11,2107,,1292 1052 113 1929,0
7873,15,19,720,537,20,1237 2002,,335 1644 1914 1926 276 1112 1569 1954 51 2059 1905 712 1951 983 142,0
7874,-27,133,604,453,7,1332 114,540 18 1994 65,,1
7875,37,-82,453,604,21,,,885 1782 957 639 740 592 1241 1302 87 2045,0
7876,23,-102,720,540,50,283,,,1
7877,34,-118,604,453,20,1590 1387,,,0
7878,68,20,604,453,60,34 1769 1627,,434 1017 2084 297 308 1474 1903 182 2107 1348 1920 897 276 1189 540 386 815 859 2080 1316 1591 1173 1415 128 2064 766 552 123 1949 24 1850 1905 1548 1834 1889 2054 712 509 531 91 1917 795 889 1120 372 1912 2088 1318 284 1434 1951 1104 466 488 1132 2144 2089 1539 1363 1011 1088,1
7879,36,-122,720,537,9,1237 2002,,517 1849 288 948 63 197,0
7880,34,-118,154,199,13,1145 128 730,1145 563 1905 706 712 730 1011,924 743 1145 1905 404 2131 712 730,0
7881,39,-96,540,720,4,469 51 1240,,,0
7882,36,-122,720,480,17,1849 197,,,1
7883,34,-118,600,600,14,2132,,1952 687 203 770 748 946 1920 2107 1535 1453 1211 425 1052 51 1140 766 871 2114 1933 2054 998 712 2104 1455 740 2132 2028 1005 1363 252 1143 483,0
7884,22,114,604,453,56,1435 655 361,1435 656 1674 1653 1950 36 361,655 807 1434 427 741 1720 1435 466 751 542 1492 1644 362 2072 932 1920 1749 847 448 1569 1474 325 230 1674 886 193 1846 1428 915 1124 1960 1903 22 1951 184 1932 51 925 517 1923 175 232 1562 698 1990 280 1876 166 831 907 1639 1905 1601 2095 632 547 224 1478 509 1554 832 1915 1991 709 462 1412 2134 1279 2077 358 1726 2144 833 1365 1299 1185 1527 1052 121 1803 1043 2107 1727 1309 1357 540 2041 265 1120 1956 740 531,0
7885,40,-86,400,240,1,1645,687 1617 22 2107 1304 1645 909 2075 51 1569 744 1905 833 1911 1202 817 889 1692 120 1363 219 2023,572 1304 633 199 51 480 365 2054 1720 1781,0
7886,40,-112,604,453,5,490 202 2105 2012,,555 1127 1749 451 308 1920 1040 2096 248 1744 397 276 177 51 491 2064 1569 128 744 508 1410 640 1905 2054 712 1262 1405 932 2137 36 1257 531 14 130 1318 1923 1274 1516 1302 1566 587 202 2144,1
7887,43,13,604,453,5,906,,,0
7888,36,-98,604,452,12,2068 51,,643 687 863 1694 2068 1309 814 22 2107 193 1348 540 2146 991 177 656 1151 51 596 475 1795 1905 1333 2136 1273 613 1933 712 63 1570 1455 1302 1280 1148 1907 807 334 1159 466 1396 241 1363 483,0
7889,-34,18,604,453,56,1766 20,,2029 962 2084 1265 1903 825 887 304 2064 1866 2059 1905 1845 2120 2054 1955 751 1158 740 2137 20 1681 1962 1951 857 1099 1363 329,1
7890,9,-80,604,453,14,2068 2070 1257,588 744 1905 1301,370 1382 1410,0
7891,38,-122,604,402,44,,1281 1903 1458 2096 51 1426 695 1905 1867 712 1900 36,1281 1458 2096 51 612 1426 695 1905 1867 712 1900,0
7892,39,-77,604,453,86,1948 590 1905 19,,1890 712 1054 1396 769 845 2137 1833 1615 608 1444 1292 656 1682 1036 1302 1834 191 1445 1692 305 590 1255 1749 828 1759 1569 1474 857 2083 1437 1589 1903 763 2055 1257 22 687 792 2046 13 184 1913 1324 317 51 2075 1600 517 1011 916 156 308 2066 1363 1933 1040 1914 1496 613 1905 632 1934 186 1136 1858 1535 2067 1554 1326 2029 766 405 1982 2058 842 643 833 54 2144 1536 1365 2030 1318 1679 615 1185 1641 596 45 919 2107 2050 397 967 1423 2088 1917 1784 483 1566 540 740 1348,0
7893,37,-122,604,453,25,517 429 51 1213,22 517 429 903 128 1481 51 915 1213 796 807,,0
7894,38,-85,604,453,7,2070,,,0
7895,45,-1,538,720,12,1277 91,,,1
7896,54,-2,399,399,20,1554,2131,225 1309 732 2107 2102 1448 51 1201 349 954 1141 1037 1736 1368 1665 395 780,1
7897,22,114,720,478,175,907 1043,,1589 1171 2029 962 907 1061 1292 1463 1408 836 1837 517 1309 1348 1766 771 1162 51 370 876 1960 1520 1905 569 916 1961 1455 740 542 515 1813 361 1043 1104 1632 664 1110 197 1803,1
